test_name,flakyStatus,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
org.springframework.boot.cli.command.shell.escapeawarewhitespaceargumentdelimitertests.escaped,0,1,0,0,0,1,0,0,0,6,7,0.055,14,2,0,0,0,0,0,0,0,1,12
org.springframework.boot.dependency.tools.propertiesfiledependenciestests.exludes,0,0,0,0,0,1,0,0,0,1,4,0.003,11,6,0,0,0,0,0,0,0,1,1
org.springframework.boot.cli.util.resourceutilstests.nonexistentclasspathresource,0,0,0,0,0,1,0,0,0,1,4,0,11,3,0,0,0,0,0,0,0,2,0
org.springframework.boot.logging.loggingapplicationlistenertests.overrideconfiglocation,0,1,0,0,0,1,0,0,0,4,19,0.056,110,46,1,2,3,6,5,5,5,3,1
org.springframework.boot.context.embedded.mimemappingstests.defaults,0,0,0,0,0,1,0,0,0,1,10,1.299,18,4,0,0,0,0,0,0,0,2,13
org.springframework.boot.actuate.metrics.writer.codahalemetricwritertests.updatepredefinedmeter,0,0,0,0,0,1,0,0,0,1,7,0.001,13,4,0,0,0,0,0,0,0,1,2
sample.ui.secure.samplesecureapplicationtests.testloginpage,0,1,0,0,0,0,0,0,0,2,5,0.046,7,1,0,0,0,0,0,0,0,2,5
org.springframework.boot.loader.executablearchivelaunchertests.createdclassloadercontainsurlsfromthreadcontextclassloader,0,0,0,0,1,1,0,0,0,0,4,0.736,22,12,1,2,3,0,0,0,0,2,0
org.springframework.boot.autoconfigure.jmx.jmxautoconfigurationtests.testenabledmbeanexport,0,0,0,0,0,1,0,0,0,1,11,0.111,48,16,1,2,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.redis.redisautoconfigurationtests.testdefaultredisconfiguration,0,1,0,0,0,1,0,0,0,2,6,3.531,51,20,1,2,3,0,0,0,0,2,0
org.springframework.boot.autoconfigure.web.defaulterrorattributestests.mvcerror,0,1,0,0,0,1,0,0,0,4,8,0.007,12,2,0,0,0,0,0,0,0,0,4
org.springframework.boot.context.embedded.servletregistrationbeantests.startupwithdefaults,0,0,0,0,0,1,0,0,0,0,5,0.053,15,4,0,0,0,0,0,0,0,1,3
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.tomcatadditionalconnectors,0,0,0,0,0,1,0,0,0,1,9,0.241,51,17,0,0,0,0,0,0,0,2,5
org.springframework.boot.actuate.security.authenticationauditlistenertests.testauthenticationfailed,0,0,0,0,0,1,0,0,0,0,2,0.002,12,5,0,0,0,0,0,0,0,1,2
org.springframework.boot.autoconfigure.web.defaulterrorattributestests.nullmessage,0,1,0,0,0,1,0,0,0,2,5,0.001,9,2,1,2,3,5,5,5,5,1,2
org.springframework.boot.context.config.randomvaluepropertysourcetests.intvalue,0,0,0,0,0,1,0,0,0,1,2,0,6,2,0,0,0,0,0,0,0,1,0
org.springframework.boot.cli.command.commandrunnertests.runcommand,0,0,0,0,0,1,0,0,0,0,2,0.018,8,6,0,0,0,0,0,0,0,1,1
org.springframework.boot.autoconfigure.condition.conditionalonpropertytests.disableifnotconfiguredotherwisewithconfigdifferentcase,0,0,0,0,0,1,0,0,0,1,6,0.047,17,8,1,2,3,6,0,0,0,2,2
org.springframework.boot.cli.compiler.dependencies.manageddependenciesartifactcoordinatesresolvertests.getgroupidnotfound,0,0,0,0,0,1,0,0,0,1,1,0.004,4,2,0,0,0,0,0,0,0,1,1
org.springframework.boot.actuate.autoconfigure.endpointmvcintegrationtests.envendpointnothidden,0,1,0,0,1,1,0,0,0,2,15,1.602,83,45,1,2,3,6,0,0,0,3,0
org.springframework.boot.autoconfigure.jdbc.metadata.tomcatdatasourcepoolmetadatatests.getvalidationquery,0,0,0,0,0,1,0,0,0,1,5,0.013,10,5,1,2,3,6,0,0,0,0,3
org.springframework.boot.actuate.trace.webrequesttracefiltertests.filterhasresponsestatus,0,0,0,0,0,1,0,0,0,1,7,0.006,22,3,0,0,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.jdbc.metadata.commonsdbcpdatasourcepoolmetadatatests.getpoolusagewithnocurrent,0,0,0,0,0,1,0,0,0,1,2,0.017,6,6,1,2,3,0,0,0,0,0,0
org.springframework.boot.autoconfigure.security.securitypropertiestests.testdefaultpasswordautogeneratedifunresolovedplaceholder,0,1,0,0,0,1,0,0,0,2,4,0.009,8,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.doublemoduleregistration,0,0,0,0,0,1,0,0,0,1,16,0.602,54,20,1,0,0,0,0,0,0,2,5
org.springframework.boot.autoconfigure.thymeleaf.thymeleafautoconfigurationtests.overridecharacterencoding,0,1,0,0,0,1,0,0,0,4,11,0.155,63,22,1,2,3,0,0,0,0,2,4
org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.placeholderresolutionwithcustomlocation,0,0,0,0,0,1,0,0,0,1,13,0.32,104,37,1,2,3,6,14,17,0,3,1
org.springframework.boot.autoconfigure.amqp.rabbitautoconfigurationtests.testrabbittemplatevirtualhostmultileadingslashes,0,0,0,0,0,1,0,0,0,1,14,0.11,62,19,1,2,3,6,14,0,0,3,0
sample.actuator.sampleactuatorapplicationtests.testmetrics,0,1,0,0,0,0,0,0,0,2,2,0.251,5,4,0,0,0,0,0,0,0,1,2
org.springframework.boot.bind.relaxeddatabindertests.testbinddoublenestedreadonlylistindexed,0,0,0,0,0,1,0,0,0,1,11,0.03,50,25,1,2,3,6,0,0,0,3,0
org.springframework.boot.autoconfigure.web.webmvcautoconfigurationtests.handermappingscreated,0,0,0,0,0,0,0,0,0,1,3,7.805,66,26,1,2,3,6,0,0,0,2,0
org.springframework.boot.autoconfigure.orm.jpa.hibernatejpaautoconfigurationtests.testdatascript,0,0,0,0,0,1,0,0,0,1,9,0.422,103,36,1,2,3,6,0,0,0,3,0
org.springframework.boot.autoconfigure.freemarker.freemarkerautoconfigurationtests.customsuffix,0,0,0,0,0,1,0,0,0,1,11,0.152,72,17,1,3,3,3,3,3,3,2,1
org.springframework.boot.autoconfigure.security.securitypropertiestests.testrole,0,1,0,0,0,1,0,0,0,2,4,0.011,9,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.loader.data.randomaccessdatafiletests.inputstreamread,0,0,0,0,0,1,0,0,0,1,1,0.011,11,4,0,0,0,0,0,0,0,1,1
org.springframework.boot.dependency.tools.pomdependenciestests.iterate,0,1,0,0,0,1,0,0,0,4,7,0.004,16,7,0,0,0,0,0,0,0,1,4
org.springframework.boot.autoconfigure.security.securityautoconfigurationtests.testeventpublisherinjected,0,1,0,0,1,1,0,0,0,2,13,0.542,100,32,1,2,3,6,0,0,2,5,0
sample.servlet.sampleservletapplicationtests.testhomeissecure,0,0,0,0,0,0,0,0,0,1,2,0.021,3,1,0,0,0,0,0,0,0,2,2
org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.testjdbctemplateexists,0,1,0,0,0,1,0,0,0,2,9,0.355,87,35,1,2,3,6,14,17,0,2,0
org.springframework.boot.simplemaintests.mixedcontext,0,0,0,0,0,1,0,0,0,1,8,4.19,208,85,2,2,3,6,14,17,2,3,0
org.springframework.boot.springapplicationtests.runcomponents,0,0,0,0,0,1,0,0,0,1,13,0.213,222,95,1,2,3,6,14,17,2,3,0
org.springframework.boot.context.embedded.jetty.jettyembeddedservletcontainerfactorytests.sslwantsclientauthenticationsucceedswithoutclientcertificate,0,0,0,0,0,0,1,1,0,1,9,0.25,37,15,0,0,0,0,0,0,0,2,3
sample.ui.method.samplemethodsecurityapplicationtests.testmanagementprotected,0,0,0,0,0,0,0,0,0,1,5,0.743,15,5,0,0,0,0,0,0,0,3,26
org.springframework.boot.logging.loggingapplicationlistenertests.addlogfilepropertywithdefault,0,1,0,0,0,1,1,1,0,2,23,0.146,115,49,1,2,3,6,1,1,1,3,2
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.contextrootpathmustnotbeslash,0,0,0,0,0,0,0,0,0,0,2,0.013,19,6,0,0,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.amqp.rabbitpropertiestests.addressessinglevalued,0,1,0,0,0,1,0,0,0,2,3,0,14,2,0,0,0,0,0,0,0,2,0
org.springframework.boot.actuate.endpoint.jmx.endpointmbeanexportertests.testregistrationwithdifferentdomainandidentity,0,0,0,0,0,0,0,0,0,1,1,2.689,8,6,0,0,0,0,0,0,0,1,0
org.springframework.boot.actuate.endpoint.environmentendpointtests.getid,0,0,0,0,0,0,0,0,0,1,1,0.19,7,6,1,2,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.condition.anynestedconditiontests.propertyb,0,0,0,0,0,1,0,0,0,1,9,0.117,41,11,1,2,3,6,14,17,0,2,0
org.springframework.boot.context.config.configfileapplicationlistenertests.loadtwopropertiesfiles,0,0,0,0,0,1,0,0,0,1,13,1.427,92,44,1,2,3,6,14,0,0,3,1
org.springframework.boot.autoconfigure.security.securitypropertiestests.testbindingignoreddisable,0,1,0,0,0,1,0,0,0,2,3,0.009,10,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.contextpathmuststartwithslash,0,0,0,0,0,0,0,0,0,0,3,0.002,19,6,0,0,0,0,0,0,0,2,0
org.springframework.boot.json.simplejsonparsertests.testlistofmaps,0,1,0,0,0,1,0,0,0,2,2,0.001,23,2,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.liquibase.liquibaseautoconfigurationtests.testchangelogdoesnotexist,0,0,0,0,0,1,0,0,0,0,8,0.294,51,19,1,2,3,0,0,0,0,2,0
org.springframework.boot.actuate.trace.webrequesttracefiltertests.filterdumpsrequest,0,1,0,0,0,1,0,0,0,3,6,0,28,3,0,0,0,0,0,0,0,2,0
org.springframework.boot.actuate.endpoint.dumpendpointtests.issensitiveoverride,0,0,0,0,0,0,0,0,0,1,2,0.364,5,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testdefaultpasswordautogeneratedifunresolovedplaceholder,0,1,0,0,0,1,0,0,0,2,5,0.01,10,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.batch.batchautoconfigurationtests.testdefinesandlaunchesnamedjob,0,1,0,0,0,1,0,0,0,2,24,1.179,82,28,1,2,3,6,0,0,0,2,0
org.springframework.boot.springapplicationtests.registerlistener,0,1,0,0,0,1,0,0,0,2,18,0.113,176,74,1,2,3,6,14,17,2,3,4
org.springframework.boot.context.properties.enableconfigurationpropertiestests.testbindingdirectlytofileresolvedfromenvironment,0,1,0,0,0,1,0,0,0,2,16,0.243,107,41,1,2,3,6,0,0,0,3,0
org.springframework.boot.context.embedded.jetty.jettyembeddedservletcontainerfactorytests.mimetype,0,0,0,0,0,0,1,1,0,1,10,0.207,44,14,0,0,0,0,0,0,0,2,3
org.springframework.boot.loader.tools.mainclassfindertests.dowithjarmainmethods,0,0,0,0,0,1,0,0,0,1,8,0.015,18,6,0,0,0,0,0,0,0,1,1
org.springframework.boot.actuate.endpoint.mvc.mvcendpointstests.picksupendpointdelegatesfromparent,0,0,0,0,0,1,0,0,0,1,6,0.193,12,5,0,0,0,0,0,0,0,2,0
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.sslwantsclientauthenticationsucceedswithoutclientcertificate,0,0,0,0,0,0,1,1,0,1,7,0.292,40,18,0,0,0,0,0,0,0,2,1
org.springframework.boot.actuate.endpoint.requestmappingendpointtests.concretemethodmappings,0,1,0,0,0,1,0,0,0,3,8,0.005,39,6,0,0,0,0,0,0,0,3,0
org.springframework.boot.autoconfigure.velocity.velocitytemplateavailabilityprovidertests.availabilityoftemplatethatdoesnotexist,0,0,0,0,0,1,0,0,0,1,2,0.004,8,2,0,0,0,0,0,0,0,0,0
org.springframework.boot.loader.data.randomaccessdatafiletests.subsectiontoobigwithoffset,0,0,0,0,0,1,0,0,0,0,2,0.001,8,4,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.mobile.sitepreferenceautoconfigurationtests.sitepreferencemethodargumentresolvercreated,0,0,0,0,0,1,0,0,0,1,7,0.045,46,15,1,2,3,0,0,0,0,2,0
org.springframework.boot.autoconfigure.velocity.velocityautoconfigurationtests.defaultviewresolution,0,1,0,0,0,1,0,0,0,2,13,3.628,74,19,1,0,0,0,0,0,2,16,1
org.springframework.boot.bind.relaxeddatabindertests.testbindchars,0,0,0,0,0,1,0,0,0,1,9,0.009,49,23,1,2,3,6,0,0,0,3,0
org.springframework.boot.maven.dependencyfiltermojotests.filtergroupidexactmatch,0,1,0,0,0,1,0,0,0,2,7,0.003,16,5,0,0,0,0,0,0,0,0,5
org.springframework.boot.bind.propertiesconfigurationfactorytests.testvalidpropertiesloadswithdash,0,1,0,0,0,1,0,0,0,2,6,0.015,55,24,1,2,3,6,14,0,0,3,0
org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.orderedbeaninsertedcorrectly,0,0,0,0,0,0,0,0,0,1,3,0.074,49,24,0,0,0,0,0,0,2,2,0
org.springframework.boot.context.config.delegatingapplicationcontextinitializertests.orderedinitialize,0,1,0,0,0,1,0,0,0,2,9,1.008,29,5,0,0,0,0,0,0,0,1,3
org.springframework.boot.autoconfigure.liquibase.liquibaseautoconfigurationtests.testnodatasource,0,0,0,0,0,1,0,0,0,1,9,0.046,42,14,1,2,3,0,0,0,0,2,0
org.springframework.boot.autoconfigure.web.webmvcautoconfigurationtests.resourcehandlermapping,0,1,0,0,0,1,0,0,0,3,9,0.461,71,24,1,2,3,6,0,0,0,3,0
org.springframework.boot.actuate.metrics.writer.defaultcounterservicetests.resetresetscounter,0,0,0,0,0,1,0,0,0,0,2,0.099,4,2,0,0,0,0,0,0,0,2,1
org.springframework.boot.cli.compiler.grape.aethergrapeenginetests.proxyselector,0,0,0,0,0,1,1,1,0,1,14,0.005,58,15,0,0,0,0,0,0,0,3,3
org.springframework.boot.dependency.tools.pomdependenciestests.exludes,0,0,0,0,0,1,0,0,0,1,4,0.011,13,7,0,0,0,0,0,0,0,1,1
org.springframework.boot.actuate.health.healthtests.up,0,1,0,0,0,1,0,0,0,2,3,0.012,7,4,0,0,0,0,0,0,0,0,2
org.springframework.boot.context.embedded.embeddedservletcontainermvcintegrationtests.tomcat,0,0,0,0,0,1,0,0,0,0,6,8.043,241,33,0,0,0,0,0,0,2,2,0
org.springframework.boot.cli.compiler.dependencies.manageddependenciesartifactcoordinatesresolvertests.getgroupidforbootartifact,0,0,0,0,0,1,0,0,0,1,2,0.001,6,2,0,0,0,0,0,0,0,1,4
org.springframework.boot.autoconfigure.condition.conditionalonmissingbeantests.testonmissingbeanconditionwithconcretefactorybean,0,0,0,0,0,1,0,0,0,1,9,0.078,41,14,0,0,0,0,0,0,0,2,1
org.springframework.boot.actuate.metrics.repository.inmemorymetricrepositorytests.increment,0,0,0,0,0,1,0,0,0,1,3,0.021,10,6,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.jms.hornetq.hornetqembeddedconfigurationfactorytests.defaultdatadir,0,1,0,0,0,1,0,0,0,2,6,0.006,13,4,0,0,0,0,0,0,0,2,4
org.springframework.boot.json.yamljsonparsertests.testemptylist,0,0,0,0,0,0,0,0,0,1,2,0.002,5,3,0,0,0,0,0,0,0,1,0
org.springframework.boot.autoconfigure.amqp.rabbitautoconfigurationtests.testrabbittemplateemptyvirtualhost,0,0,0,0,0,1,0,0,0,1,14,0.16,62,19,1,2,3,6,14,0,0,3,0
org.springframework.boot.context.embedded.jetty.jettyembeddedservletcontainerfactorytests.wrappedhandlers,0,0,0,0,0,1,0,0,0,1,13,1.988,52,18,1,2,3,6,14,0,0,2,9
org.springframework.boot.autoconfigure.web.webmvcautoconfigurationtests.overridelocale,0,1,0,0,0,1,0,0,0,2,14,0.849,71,25,1,2,3,6,0,0,0,3,2
org.springframework.boot.springapplicationtests.headlessfalse,0,0,0,0,0,1,0,0,0,1,16,0.126,173,73,1,2,3,6,14,17,2,3,1
org.springframework.boot.orm.jpa.entityscantests.valueandbasepackageclassesmerges,0,0,0,0,0,1,0,0,0,0,3,0.111,19,6,0,0,0,0,0,0,0,1,0
org.springframework.boot.bind.propertysourcespropertyvaluestests.testoverriddenvalue,0,0,0,0,0,1,0,0,0,1,3,0.007,7,3,0,0,0,0,0,0,0,1,0
org.springframework.boot.actuate.health.datasourcehealthindicatortests.error,0,1,0,0,0,1,0,0,0,2,6,1.055,15,8,0,0,0,0,0,0,0,0,1
org.springframework.boot.autoconfigure.condition.conditionalonbeantests.testclassonbeancondition,0,1,0,0,0,1,0,0,0,2,9,0.11,27,10,0,0,0,0,0,0,0,2,0
org.springframework.boot.bind.propertysourcespropertyvaluestests.testcompositevalue,0,0,0,0,0,1,0,0,0,1,6,0.33,9,3,0,0,0,0,0,0,0,2,0
org.springframework.boot.actuate.autoconfigure.healthindicatorautoconfigurationtests.mongohealthindicator,0,1,0,0,1,1,0,0,0,2,17,1.456,74,33,1,2,3,6,0,0,0,2,0
org.springframework.boot.autoconfigure.flyway.flywayautoconfigurationtests.changelogdoesnotexist,0,0,0,0,0,1,0,0,0,0,9,0.238,51,19,1,2,3,0,0,0,0,2,0
sample.profile.sampleprofileapplicationtests.testdefaultprofile,0,0,0,0,0,1,0,0,0,1,3,0.622,7,3,0,0,0,0,0,0,0,1,1
org.springframework.boot.autoconfigure.autoconfigurationsortertests.byautoconfigureafter,0,0,0,0,0,0,0,0,0,1,8,0.552,35,6,0,0,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.flyway.flywayautoconfigurationtests.nodatasource,0,0,0,0,0,1,0,0,0,1,9,1.086,44,16,1,2,3,0,0,0,0,2,0
org.springframework.boot.context.config.configfileapplicationlistenertests.propertysourceannotationmultiplelocationsandname,0,1,0,0,0,1,0,0,0,2,26,0.006,215,77,2,2,3,6,14,17,2,3,9
org.springframework.boot.actuate.metrics.rich.multimetricrichgaugereadertests.counttwo,0,1,0,0,0,1,0,0,0,3,8,0,37,10,0,0,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.jdbc.metadata.hikaridatasourcepoolmetadatatests.getpoolsizetwoconnections,0,1,0,0,0,0,0,0,0,2,7,0.026,15,7,1,2,3,6,14,0,0,0,1
org.springframework.boot.autoconfigure.messagesourceautoconfigurationtests.testmessagesourcecreated,0,0,0,0,0,1,0,0,0,1,6,1.173,41,13,1,2,3,6,0,1,0,2,0
org.springframework.boot.context.properties.enableconfigurationpropertiestests.testarraypropertiesbinding,0,1,0,0,0,1,0,0,0,2,16,0.177,90,34,1,2,3,6,0,0,0,3,0
org.springframework.boot.context.config.configfileapplicationlistenertests.loadtwoofthreepropertiesfile,0,0,0,0,0,1,0,0,0,1,13,0.013,103,45,1,2,3,6,14,0,0,3,1
org.springframework.boot.autoconfigure.web.dispatcherservletautoconfigurationtests.registrationoverridewithautowiredservlet,0,1,0,0,0,1,0,0,0,3,6,0.158,50,17,0,0,0,0,0,0,0,2,0
org.springframework.boot.bind.relaxedpropertyresolvertests.getpropertynoseparator,0,1,0,0,0,1,0,0,0,2,6,0.014,42,15,1,2,3,6,0,0,0,2,2
org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testbindingtelnetignored,0,1,0,0,0,1,0,0,0,2,10,0.004,26,8,0,0,0,0,0,0,0,1,0
org.springframework.boot.context.config.configfileapplicationlistenertests.systempropertywins,0,0,0,0,0,1,0,0,0,1,14,0.022,91,44,1,2,3,6,14,0,0,3,1
org.springframework.boot.actuate.endpoint.beansendpointtests.idoverride,0,0,0,0,0,0,0,0,0,1,1,0.391,8,5,0,0,0,0,0,0,0,1,0
org.springframework.boot.logging.loggingapplicationlistenertests.overrideconfigdoesnotexist,0,1,0,0,0,1,1,1,1,3,21,0.072,115,49,1,2,3,6,1,1,2,3,1
org.springframework.boot.autoconfigure.mobile.devicedelegatingviewresolverautoconfigurationtests.overridenormalprefix,0,0,0,0,0,1,0,0,0,1,14,0.545,76,28,1,2,3,6,0,0,0,3,0
org.springframework.boot.context.config.configfileapplicationlistenertests.defaultpropertyasfallback,0,0,0,0,0,1,0,0,0,1,13,0,96,44,1,2,3,6,14,0,0,3,1
org.springframework.boot.actuate.autoconfigure.metricrepositoryautoconfigurationtests.createservices,0,1,0,0,0,1,0,0,0,3,11,2.907,40,16,0,0,0,0,0,0,0,2,0
org.springframework.boot.loader.util.systempropertyutilstests.testdefaultvalue,0,0,0,0,0,1,0,0,0,1,1,0.003,7,2,0,0,0,0,0,0,0,1,0
org.springframework.boot.actuate.endpoint.configurationpropertiesreportendpointtests.testkeysanitization,0,1,0,0,0,1,0,0,0,3,9,4.093,28,10,1,2,3,1,1,1,1,2,0
org.springframework.boot.actuate.endpoint.mvc.healthmvcendpointtests.down,0,1,0,0,0,1,0,0,0,3,6,0.008,13,5,1,2,3,1,1,1,1,1,2
org.springframework.boot.autoconfigure.jdbc.datasourceinitializertests.testdatasourceinitializedwithexplicitscript,0,1,0,0,0,1,0,0,0,3,16,5.621,103,38,1,2,3,6,14,17,0,3,0
org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.servletcontextawarebeansareinjected,0,0,0,0,0,0,0,0,0,0,5,0.082,31,19,0,0,0,0,0,0,2,2,0
org.springframework.boot.springapplicationtests.commandlinepropertysource,0,0,0,0,0,1,0,0,0,1,11,0.11,169,72,1,2,3,6,14,17,2,3,0
org.springframework.boot.jta.atomikos.atomikosdependsonbeanfactorypostprocessortests.setsdependson,0,0,0,0,0,1,0,0,0,0,5,2.844,10,3,1,2,3,6,0,0,0,0,1
org.springframework.boot.autoconfigure.amqp.rabbitautoconfigurationtests.testrabbittemplatebackoff,0,0,0,0,0,1,0,0,0,1,15,0.533,60,19,1,2,3,6,14,0,0,3,1
org.springframework.boot.springapplicationtests.exit,0,1,0,0,0,1,0,0,0,2,15,0.123,171,72,1,2,3,6,14,17,2,3,0
org.springframework.boot.loader.tools.repackagertests.differentdestination,0,1,0,0,0,0,0,0,0,3,4,0.028,39,15,0,0,0,0,0,0,0,2,0
org.springframework.boot.actuate.system.applicationpidfilewritertests.createpidfile,0,0,0,0,0,1,1,0,0,1,4,0.013,12,3,1,2,3,6,0,0,0,0,2
org.springframework.boot.loader.data.bytearrayrandomaccessdatatests.testgetinputstream,0,1,0,0,0,1,0,0,0,2,4,0,7,2,0,0,0,0,2,2,2,2,2
org.springframework.boot.autoconfigure.condition.conditionalonjavatests.boundstests,0,0,0,0,0,1,0,0,0,0,2,0.001,8,4,0,0,0,0,0,0,0,2,1
org.springframework.boot.actuate.audit.auditeventtests.testconvertstringstodata,0,1,0,0,0,1,0,0,0,2,3,0.004,5,2,0,0,0,0,0,0,0,1,0
org.springframework.boot.bind.propertiesconfigurationfactorymaptests.testbindtonamedtarget,0,0,0,0,0,1,0,0,0,1,8,0.036,56,25,1,2,3,6,0,0,0,3,0
sample.data.mongo.samplemongoapplicationtests.testdefaultsettings,0,0,1,0,0,0,0,0,0,1,2,15.931,6,2,0,0,0,0,0,0,0,2,1
org.springframework.boot.loader.tools.repackagertests.specificmainclass,0,1,0,0,0,0,0,0,0,3,4,0.076,31,11,0,0,0,0,0,0,0,1,0
org.springframework.boot.actuate.metrics.export.metriccopyexportertests.export,0,0,0,0,0,1,0,0,0,1,3,0.017,11,6,0,0,0,0,0,0,0,1,0
org.springframework.boot.cli.testcommandintegrationtests.notests,0,0,0,0,0,1,0,0,0,1,12,0.768,201,76,1,2,3,0,0,0,0,5,2
sample.data.jpa.sampledatarestapplicationtests.findbycontaining,0,0,0,0,0,0,0,0,0,0,1,0.797,6,2,1,0,0,0,0,0,3,3,8
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.tomcatconnectorcustomizers,0,0,0,0,0,1,0,0,0,0,10,0.75,49,17,0,0,0,0,0,0,0,3,4
org.springframework.boot.loader.propertieslaunchertests.testuserspecifiedconfigname,0,1,0,0,0,1,0,0,0,2,7,0.513,21,7,0,0,0,0,0,0,0,2,0
org.springframework.boot.autoconfigure.condition.conditionalonmissingbeantests.testonmissingbeanconditionwithfactorybean,0,0,0,0,0,1,0,0,0,1,9,0.11,41,14,0,0,0,0,0,0,0,2,1
org.springframework.boot.autoconfigure.thymeleaf.thymeleafautoconfigurationtests.createfromconfigclass,0,0,0,0,0,1,0,0,0,1,9,0.174,67,22,1,2,3,0,0,0,0,2,1
org.springframework.boot.cli.command.install.groovygrabdependencyresolvertests.resolveartifactwithnodependencies,0,1,0,0,0,0,0,0,0,2,12,0.292,104,37,1,2,3,6,0,0,0,3,1
org.springframework.boot.autoconfigure.velocity.velocityautoconfigurationtests.disablecache,0,0,0,0,0,1,0,0,0,1,9,0.195,72,17,1,0,0,0,0,0,2,16,0
org.springframework.boot.autoconfigure.amqp.rabbitpropertiestests.addressesdoublevaluedwithcredentials,0,1,0,0,0,1,0,0,0,4,5,0.026,7,2,0,0,0,0,0,0,0,2,0
org.springframework.boot.cli.util.resourceutilstests.implicitclasspathresourcewithslash,0,1,0,0,0,1,0,0,0,2,5,0.002,11,3,0,0,0,0,0,0,0,3,0
org.springframework.boot.autoconfigure.flyway.flywayautoconfigurationtests.overridelocations,0,0,0,0,0,1,0,0,0,1,9,0.365,52,19,1,2,3,0,0,0,0,2,0
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.specificcontextroot,0,0,0,0,0,0,0,0,0,1,5,0.147,46,20,0,0,0,0,0,0,0,2,1
org.springframework.boot.autoconfigure.web.httpmessageconvertersautoconfigurationtests.customjacksonconverter,0,0,0,0,0,1,0,0,0,0,11,0.231,52,19,1,2,3,6,0,0,0,2,0
org.springframework.boot.autoconfigure.data.jpa.jparepositoriesautoconfigurationtests.testoverriderepositoryconfiguration,0,1,0,0,0,1,0,0,0,3,13,0.756,112,35,1,2,3,6,0,0,0,3,0
org.springframework.boot.dependency.tools.pomdependenciestests.findbyartifactidmissing,0,0,0,0,0,1,0,0,0,1,3,0.151,11,7,0,0,0,0,0,0,0,1,1
sample.ui.samplewebstaticapplicationtests.testhome,0,1,0,0,0,0,0,0,0,2,3,0.099,5,1,0,0,0,0,0,0,0,2,4
org.springframework.boot.autoconfigure.social.multiapiautoconfigurationtests.nosocialbeanscreatedwhenpropertiesarentset,0,0,0,0,0,1,0,0,0,0,10,0.049,48,14,1,2,3,6,0,0,0,2,0
org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.pkcs12keystoreandtruststore,0,0,0,0,0,0,1,1,1,1,7,0.402,40,18,0,0,0,0,0,0,0,2,1
org.springframework.boot.autoconfigure.condition.conditionalonnotwebapplicationtests.testnotwebapplication,0,0,0,0,0,1,0,0,0,1,3,0.344,17,7,0,0,0,0,0,0,0,2,0
org.springframework.boot.ansi.ansioutputapplicationlistenertests.disabledviaapplcationproperties,0,0,0,0,1,1,0,0,0,1,25,0.194,184,73,1,2,3,6,14,17,2,3,1
org.springframework.boot.autoconfigure.jta.jtaautoconfigurationtests.custombitronixserverid,0,0,0,0,0,1,0,0,0,1,8,3.8,48,18,1,2,3,6,0,0,0,2,3
org.springframework.boot.autoconfigure.web.serverpropertiestests.disabletomcatremoteipvalve,0,0,0,0,0,0,0,0,0,1,3,0.015,21,4,0,0,0,0,0,0,0,3,0
